relationship-id,relationship-type,person-1-id,person-2-id,parent-lineage,parent-type,partner-type,relationship-order,date-start-value,date-start-descriptor,date-end-value,date-end-descriptor,end-reason,place-id,notes,source-last-modified-date,source-last-modified-by
RN0462,parent-child,P756,P462,non-lineal,biological,,462,,,,,,,,2026-08-26,McFamily
RL0463,parent-child,P500,P463,lineal,biological,,463,,,,,,,,2026-08-26,McFamily
RN0463,parent-child,P911,P463,non-lineal,biological,,463,,,,,,,,2026-08-26,McFamily
RL0464,parent-child,P146,P464,lineal,biological,,464,,,,,,,,2026-08-26,McFamily
RN0464,parent-child,P758,P464,non-lineal,biological,,464,,,,,,,,2026-08-26,McFamily
R302,partner,P465,P909,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0465,parent-child,P145,P465,lineal,biological,,465,,,,,,,,2026-08-26,McFamily
RN0465,parent-child,P757,P465,non-lineal,biological,,465,,,,,,,,2026-08-26,McFamily
R303,partner,P466,P910,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0466,parent-child,P169,P466,lineal,biological,,466,,,,,,,,2026-08-26,McFamily
RL0467,parent-child,P169,P467,lineal,biological,,467,,,,,,,,2026-08-26,McFamily
RN0467,parent-child,P782,P467,non-lineal,biological,,467,,,,,,,,2026-08-26,McFamily
RL0468,parent-child,P168,P468,lineal,biological,,468,,,,,,,,2026-08-26,McFamily
RN0468,parent-child,P781,P468,non-lineal,biological,,468,,,,,,,,2026-08-26,McFamily
RL0469,parent-child,P168,P469,lineal,biological,,469,,,,,,,,2026-08-26,McFamily
RN0469,parent-child,P781,P469,non-lineal,biological,,469,,,,,,,,2026-08-26,McFamily
RL0470,parent-child,P168,P470,lineal,biological,,470,,,,,,,,2026-08-26,McFamily
RN0470,parent-child,P781,P470,non-lineal,biological,,470,,,,,,,,2026-08-26,McFamily
RL0471,parent-child,P165,P471,lineal,biological,,471,,,,,,,,2026-08-26,McFamily
RN0471,parent-child,P779,P471,non-lineal,biological,,471,,,,,,,,2026-08-26,McFamily
RL0472,parent-child,P165,P472,lineal,biological,,472,,,,,,,,2026-08-26,McFamily
RN0472,parent-child,P779,P472,non-lineal,biological,,472,,,,,,,,2026-08-26,McFamily
RL0473,parent-child,P165,P473,lineal,biological,,473,,,,,,,,2026-08-26,McFamily
RL0474,parent-child,P163,P474,lineal,biological,,474,,,,,,,,2026-08-26,McFamily
RN0474,parent-child,P777,P474,non-lineal,biological,,474,,,,,,,,2026-08-26,McFamily
RL0475,parent-child,P056,P475,lineal,biological,,475,,,,,,,,2026-08-26,McFamily
RN0475,parent-child,P664,P475,non-lineal,biological,,475,,,,,,,,2026-08-26,McFamily
RL0476,parent-child,P056,P476,lineal,biological,,476,,,,,,,,2026-08-26,McFamily
RN0476,parent-child,P664,P476,non-lineal,biological,,476,,,,,,,,2026-08-26,McFamily
RL0477,parent-child,P154,P477,lineal,biological,,477,,,,,,,,2026-08-26,McFamily
RN0477,parent-child,P767,P477,non-lineal,biological,,477,,,,,,,,2026-08-26,McFamily
RL0478,parent-child,P203,P478,lineal,biological,,478,,,,,,,,2026-08-26,McFamily
RN0478,parent-child,P817,P478,non-lineal,biological,,478,,,,,,,,2026-08-26,McFamily
RL0481,parent-child,P107,P481,lineal,biological,,481,,,,,,,,2026-08-26,McFamily
RN0481,parent-child,P719,P481,non-lineal,biological,,481,,,,,,,,2026-08-26,McFamily
RL0482,parent-child,P218,P482,lineal,biological,,482,,,,,,,,2026-08-26,McFamily
RN0482,parent-child,P833,P482,non-lineal,biological,,482,,,,,,,,2026-08-26,McFamily
RL0483,parent-child,P211,P483,lineal,biological,,483,,,,,,,,2026-08-26,McFamily
RN0483,parent-child,P827,P483,non-lineal,biological,,483,,,,,,,,2026-08-26,McFamily
RL0484,parent-child,P248,P484,lineal,biological,,484,,,,,,,,2026-08-26,McFamily
RN0484,parent-child,P848,P484,non-lineal,biological,,484,,,,,,,,2026-08-26,McFamily
RL0485,parent-child,P252,P485,lineal,biological,,485,,,,,,,,2026-08-26,McFamily
RN0485,parent-child,P849,P485,non-lineal,biological,,485,,,,,,,,2026-08-26,McFamily
RL0486,parent-child,P219,P486,lineal,biological,,486,,,,,,,,2026-08-26,McFamily
RN0486,parent-child,P834,P486,non-lineal,biological,,486,,,,,,,,2026-08-26,McFamily
RL0487,parent-child,P215,P487,lineal,biological,,487,,,,,,,,2026-08-26,McFamily
RN0487,parent-child,P830,P487,non-lineal,biological,,487,,,,,,,,2026-08-26,McFamily
RL0488,parent-child,P350,P488,lineal,biological,,488,,,,,,,,2026-08-26,McFamily
RL0489,parent-child,P012,P489,lineal,biological,,489,,,,,,,,2026-08-26,McFamily
RN0489,parent-child,P617,P489,non-lineal,biological,,489,,,,,,,,2026-08-26,McFamily
RL0490,parent-child,P027,P490,lineal,biological,,490,,,,,,,,2026-08-26,McFamily
RN0490,parent-child,P634,P490,non-lineal,biological,,490,,,,,,,,2026-08-26,McFamily
RL0491,parent-child,P027,P491,lineal,biological,,491,,,,,,,,2026-08-26,McFamily
RN0491,parent-child,P634,P491,non-lineal,biological,,491,,,,,,,,2026-08-26,McFamily
RL0492,parent-child,P214,P492,lineal,biological,,492,,,,,,,,2026-08-26,McFamily
RN0492,parent-child,P829,P492,non-lineal,biological,,492,,,,,,,,2026-08-26,McFamily
RL0493,parent-child,P300,P493,lineal,biological,,493,,,,,,,,2026-08-26,McFamily
RN0493,parent-child,P862,P493,non-lineal,biological,,493,,,,,,,,2026-08-26,McFamily
RL0494,parent-child,P110,P494,lineal,biological,,494,,,,,,,,2026-08-26,McFamily
RN0494,parent-child,P722,P494,non-lineal,biological,,494,,,,,,,,2026-08-26,McFamily
RL0495,parent-child,P094,P495,lineal,biological,,495,,,,,,,,2026-08-26,McFamily
RN0495,parent-child,P705,P495,non-lineal,biological,,495,,,,,,,,2026-08-26,McFamily
RL0496,parent-child,P094,P496,lineal,biological,,496,,,,,,,,2026-08-26,McFamily
RN0496,parent-child,P705,P496,non-lineal,biological,,496,,,,,,,,2026-08-26,McFamily
RL0497,parent-child,P466,P497,lineal,biological,,497,,,,,,,,2026-08-26,McFamily
RN0497,parent-child,P910,P497,non-lineal,biological,,497,,,,,,,,2026-08-26,McFamily
RL0498,parent-child,P182,P498,lineal,biological,,498,,,,,,,,2026-08-26,McFamily
RN0498,parent-child,P797,P498,non-lineal,biological,,498,,,,,,,,2026-08-26,McFamily
RL0499,parent-child,P247,P499,lineal,biological,,499,,,,,,,,2026-08-26,McFamily
RN0499,parent-child,P847,P499,non-lineal,biological,,499,,,,,,,,2026-08-26,McFamily
R304,partner,P500,P911,,,marriage,1,1939-06-17,day,,UNKNOWN,death,,,2026-08-26,McFamily
RL0500,parent-child,P144,P500,lineal,biological,,500,,,,,,,,2026-08-26,McFamily
RN0500,parent-child,P756,P500,non-lineal,biological,,500,,,,,,,,2026-08-26,McFamily
RL0501,parent-child,P288,P501,lineal,biological,,501,,,,,,,,2026-08-26,McFamily
RN0501,parent-child,P860,P501,non-lineal,biological,,501,,,,,,,,2026-08-26,McFamily
RL0502,parent-child,P093,P502,lineal,biological,,502,,,,,,,,2026-08-26,McFamily
RN0502,parent-child,P704,P502,non-lineal,biological,,502,,,,,,,,2026-08-26,McFamily
RL0503,parent-child,P289,P503,lineal,biological,,503,,,,,,,,2026-08-26,McFamily
RL0504,parent-child,P146,P504,lineal,biological,,504,,,,,,,,2026-08-26,McFamily
RN0504,parent-child,P758,P504,non-lineal,biological,,504,,,,,,,,2026-08-26,McFamily
RL0505,parent-child,P062,P505,lineal,biological,,505,,,,,,,,2026-08-26,McFamily
RN0505,parent-child,P669,P505,non-lineal,biological,,505,,,,,,,,2026-08-26,McFamily
RL0506,parent-child,P062,P506,lineal,biological,,506,,,,,,,,2026-08-26,McFamily
RN0506,parent-child,P669,P506,non-lineal,biological,,506,,,,,,,,2026-08-26,McFamily
RL0507,parent-child,P443,P507,lineal,biological,,507,,,,,,,,2026-08-26,McFamily
RN0507,parent-child,P900,P507,non-lineal,biological,,507,,,,,,,,2026-08-26,McFamily
RL0508,parent-child,P364,P508,lineal,biological,,508,,,,,,,,2026-08-26,McFamily
RN0508,parent-child,P872,P508,non-lineal,biological,,508,,,,,,,,2026-08-26,McFamily
RL0509,parent-child,P247,P509,lineal,biological,,509,,,,,,,,2026-08-26,McFamily
RN0509,parent-child,P847,P509,non-lineal,biological,,509,,,,,,,,2026-08-26,McFamily
RL0510,parent-child,P214,P510,lineal,biological,,510,,,,,,,,2026-08-26,McFamily
RN0510,parent-child,P829,P510,non-lineal,biological,,510,,,,,,,,2026-08-26,McFamily
RL0511,parent-child,P284,P511,lineal,biological,,511,,,,,,,,2026-08-26,McFamily
RN0511,parent-child,P858,P511,non-lineal,biological,,511,,,,,,,,2026-08-26,McFamily
RL0512,parent-child,P093,P512,lineal,biological,,512,,,,,,,,2026-08-26,McFamily
RN0512,parent-child,P704,P512,non-lineal,biological,,512,,,,,,,,2026-08-26,McFamily
RL0513,parent-child,P286,P513,lineal,biological,,513,,,,,,,,2026-08-26,McFamily
RN0513,parent-child,P859,P513,non-lineal,biological,,513,,,,,,,,2026-08-26,McFamily
RL0514,parent-child,P216,P514,lineal,biological,,514,,,,,,,,2026-08-26,McFamily
RN0514,parent-child,P831,P514,non-lineal,biological,,514,,,,,,,,2026-08-26,McFamily
RL0515,parent-child,P095,P515,lineal,biological,,515,,,,,,,,2026-08-26,McFamily
RN0515,parent-child,P706,P515,non-lineal,biological,,515,,,,,,,,2026-08-26,McFamily
RL0516,parent-child,P245,P516,lineal,biological,,516,,,,,,,,2026-08-26,McFamily
RN0516,parent-child,P846,P516,non-lineal,biological,,516,,,,,,,,2026-08-26,McFamily
RL0517,parent-child,P326,P517,lineal,biological,,517,,,,,,,,2026-08-26,McFamily
RL0518,parent-child,P367,P518,lineal,biological,,518,,,,,,,,2026-08-26,McFamily
RN0518,parent-child,P873,P518,non-lineal,biological,,518,,,,,,,,2026-08-26,McFamily
RL0519,parent-child,P061,P519,lineal,biological,,519,,,,,,,,2026-08-26,McFamily
RN0519,parent-child,P668,P519,non-lineal,biological,,519,,,,,,,,2026-08-26,McFamily
RL0520,parent-child,P466,P520,lineal,biological,,520,,,,,,,,2026-08-26,McFamily
RN0520,parent-child,P910,P520,non-lineal,biological,,520,,,,,,,,2026-08-26,McFamily
RL0521,parent-child,P063,P521,lineal,biological,,521,,,,,,,,2026-08-26,McFamily
RN0521,parent-child,P670,P521,non-lineal,biological,,521,,,,,,,,2026-08-26,McFamily
RL0522,parent-child,P329,P522,lineal,biological,,522,,,,,,,,2026-08-26,McFamily
RL0523,parent-child,P443,P523,lineal,biological,,523,,,,,,,,2026-08-26,McFamily
RN0523,parent-child,P900,P523,non-lineal,biological,,523,,,,,,,,2026-08-26,McFamily
RL0524,parent-child,P255,P524,lineal,biological,,524,,,,,,,,2026-08-26,McFamily
RN0524,parent-child,P850,P524,non-lineal,biological,,524,,,,,,,,2026-08-26,McFamily
RL0525,parent-child,P216,P525,lineal,biological,,525,,,,,,,,2026-08-26,McFamily
RN0525,parent-child,P831,P525,non-lineal,biological,,525,,,,,,,,2026-08-26,McFamily
RL0526,parent-child,P216,P526,lineal,biological,,526,,,,,,,,2026-08-26,McFamily
RN0526,parent-child,P831,P526,non-lineal,biological,,526,,,,,,,,2026-08-26,McFamily
R305,partner,P527,P912,,,marriage,1,,,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0527,parent-child,P042,P527,lineal,biological,,527,,,,,,,,2026-08-26,McFamily
RN0527,parent-child,P649,P527,non-lineal,biological,,527,,,,,,,,2026-08-26,McFamily
RL0528,parent-child,P023,P528,lineal,biological,,528,,,,,,,,2026-08-26,McFamily
RN0528,parent-child,P629,P528,non-lineal,biological,,528,,,,,,,,2026-08-26,McFamily
RL0529,parent-child,P315,P529,lineal,biological,,529,,,,,,,,2026-08-26,McFamily
RN0529,parent-child,P864,P529,non-lineal,biological,,529,,,,,,,,2026-08-26,McFamily
RL0530,parent-child,P326,P530,lineal,biological,,530,,,,,,,,2026-08-26,McFamily
RL0531,parent-child,P286,P531,lineal,biological,,531,,,,,,,,2026-08-26,McFamily
RN0531,parent-child,P859,P531,non-lineal,biological,,531,,,,,,,,2026-08-26,McFamily
RL0532,parent-child,P282,P532,lineal,biological,,532,,,,,,,,2026-08-26,McFamily
RN0532,parent-child,P856,P532,non-lineal,biological,,532,,,,,,,,2026-08-26,McFamily
RL0533,parent-child,P061,P533,lineal,biological,,533,,,,,,,,2026-08-26,McFamily
RN0533,parent-child,P668,P533,non-lineal,biological,,533,,,,,,,,2026-08-26,McFamily
RL0534,parent-child,P245,P534,lineal,biological,,534,,,,,,,,2026-08-26,McFamily
RN0534,parent-child,P846,P534,non-lineal,biological,,534,,,,,,,,2026-08-26,McFamily
RL0535,parent-child,P223,P535,lineal,biological,,535,,,,,,,,2026-08-26,McFamily
RN0535,parent-child,P837,P535,non-lineal,biological,,535,,,,,,,,2026-08-26,McFamily
RL0536,parent-child,P317,P536,lineal,biological,,536,,,,,,,,2026-08-26,McFamily
RN0536,parent-child,P865,P536,non-lineal,biological,,536,,,,,,,,2026-08-26,McFamily
RL0537,parent-child,P322,P537,lineal,biological,,537,,,,,,,,2026-08-26,McFamily
RL0538,parent-child,P322,P538,lineal,biological,,538,,,,,,,,2026-08-26,McFamily
RL0539,parent-child,P247,P539,lineal,biological,,539,,,,,,,,2026-08-26,McFamily
RN0539,parent-child,P847,P539,non-lineal,biological,,539,,,,,,,,2026-08-26,McFamily
RL0540,parent-child,P216,P540,lineal,biological,,540,,,,,,,,2026-08-26,McFamily
RN0540,parent-child,P831,P540,non-lineal,biological,,540,,,,,,,,2026-08-26,McFamily
RL0541,parent-child,P216,P541,lineal,biological,,541,,,,,,,,2026-08-26,McFamily
RN0541,parent-child,P831,P541,non-lineal,biological,,541,,,,,,,,2026-08-26,McFamily
RL0542,parent-child,P095,P542,lineal,biological,,542,,,,,,,,2026-08-26,McFamily
RN0542,parent-child,P706,P542,non-lineal,biological,,542,,,,,,,,2026-08-26,McFamily
RL0543,parent-child,P283,P543,lineal,biological,,543,,,,,,,,2026-08-26,McFamily
RN0543,parent-child,P857,P543,non-lineal,biological,,543,,,,,,,,2026-08-26,McFamily
RL0544,parent-child,P279,P544,lineal,biological,,544,,,,,,,,2026-08-26,McFamily
RN0544,parent-child,P855,P544,non-lineal,biological,,544,,,,,,,,2026-08-26,McFamily
RL0545,parent-child,P289,P545,lineal,biological,,545,,,,,,,,2026-08-26,McFamily
RN0545,parent-child,P861,P545,non-lineal,biological,,545,,,,,,,,2026-08-26,McFamily
RL0546,parent-child,P191,P546,lineal,biological,,546,,,,,,,,2026-08-26,McFamily
RN0546,parent-child,P808,P546,non-lineal,biological,,546,,,,,,,,2026-08-26,McFamily
RL0547,parent-child,P275,P547,lineal,biological,,547,,,,,,,,2026-08-26,McFamily
RN0547,parent-child,P853,P547,non-lineal,biological,,547,,,,,,,,2026-08-26,McFamily
RL0548,parent-child,P255,P548,lineal,biological,,548,,,,,,,,2026-08-26,McFamily
RN0548,parent-child,P850,P548,non-lineal,biological,,548,,,,,,,,2026-08-26,McFamily
RL0549,parent-child,P095,P549,lineal,biological,,549,,,,,,,,2026-08-26,McFamily
RN0549,parent-child,P706,P549,non-lineal,biological,,549,,,,,,,,2026-08-26,McFamily
RL0550,parent-child,P395,P550,lineal,biological,,550,,,,,,,,2026-08-26,McFamily
RN0550,parent-child,P885,P550,non-lineal,biological,,550,,,,,,,,2026-08-26,McFamily
RL0551,parent-child,P216,P551,lineal,biological,,551,,,,,,,,2026-08-26,McFamily
RN0551,parent-child,P831,P551,non-lineal,biological,,551,,,,,,,,2026-08-26,McFamily
RL0552,parent-child,P279,P552,lineal,biological,,552,,,,,,,,2026-08-26,McFamily
RN0552,parent-child,P855,P552,non-lineal,biological,,552,,,,,,,,2026-08-26,McFamily
RL0553,parent-child,P445,P553,lineal,biological,,553,,,,,,,,2026-08-26,McFamily
RN0553,parent-child,P902,P553,non-lineal,biological,,553,,,,,,,,2026-08-26,McFamily
RL0554,parent-child,P436,P554,lineal,biological,,554,,,,,,,,2026-08-26,McFamily
RN0554,parent-child,P894,P554,non-lineal,biological,,554,,,,,,,,2026-08-26,McFamily
RL0555,parent-child,P314,P555,lineal,biological,,555,,,,,,,,2026-08-26,McFamily
RN0555,parent-child,P863,P555,non-lineal,biological,,555,,,,,,,,2026-08-26,McFamily
RL0556,parent-child,P317,P556,lineal,biological,,556,,,,,,,,2026-08-26,McFamily
RN0556,parent-child,P865,P556,non-lineal,biological,,556,,,,,,,,2026-08-26,McFamily
RL0557,parent-child,P418,P557,lineal,biological,,557,,,,,,,,2026-08-26,McFamily
RN0557,parent-child,P891,P557,non-lineal,biological,,557,,,,,,,,2026-08-26,McFamily
RL0558,parent-child,P455,P558,lineal,biological,,558,,,,,,,,2026-08-26,McFamily
RN0558,parent-child,P905,P558,non-lineal,biological,,558,,,,,,,,2026-08-26,McFamily
RL0559,parent-child,P455,P559,lineal,biological,,559,,,,,,,,2026-08-26,McFamily
RN0559,parent-child,P905,P559,non-lineal,biological,,559,,,,,,,,2026-08-26,McFamily
RL0560,parent-child,P455,P560,lineal,biological,,560,,,,,,,,2026-08-26,McFamily
RN0560,parent-child,P905,P560,non-lineal,biological,,560,,,,,,,,2026-08-26,McFamily
RL0561,parent-child,P216,P561,lineal,biological,,561,,,,,,,,2026-08-26,McFamily
RN0561,parent-child,P831,P561,non-lineal,biological,,561,,,,,,,,2026-08-26,McFamily
RL0562,parent-child,P381,P562,lineal,biological,,562,,,,,,,,2026-08-26,McFamily
RN0562,parent-child,P878,P562,non-lineal,biological,,562,,,,,,,,2026-08-26,McFamily
RL0563,parent-child,P395,P563,lineal,biological,,563,,,,,,,,2026-08-26,McFamily
RN0563,parent-child,P885,P563,non-lineal,biological,,563,,,,,,,,2026-08-26,McFamily
RL0564,parent-child,P314,P564,lineal,biological,,564,,,,,,,,2026-08-26,McFamily
RN0564,parent-child,P863,P564,non-lineal,biological,,564,,,,,,,,2026-08-26,McFamily
RL0565,parent-child,P326,P565,lineal,biological,,565,,,,,,,,2026-08-26,McFamily
RL0566,parent-child,P330,P566,lineal,biological,,566,,,,,,,,2026-08-26,McFamily
RL0567,parent-child,P427,P567,lineal,biological,,567,,,,,,,,2026-08-26,McFamily
RN0567,parent-child,P892,P567,non-lineal,biological,,567,,,,,,,,2026-08-26,McFamily
RL0568,parent-child,P367,P568,lineal,biological,,568,,,,,,,,2026-08-26,McFamily
RN0568,parent-child,P873,P568,non-lineal,biological,,568,,,,,,,,2026-08-26,McFamily
RL0569,parent-child,P380,P569,lineal,adoptive,,569,,,,,,,Lineal adoptive parent.,2026-08-26,McFamily
RL0570,parent-child,P315,P570,lineal,biological,,570,,,,,,,,2026-08-26,McFamily
RN0570,parent-child,P864,P570,non-lineal,biological,,570,,,,,,,,2026-08-26,McFamily
RL0571,parent-child,P315,P571,lineal,biological,,571,,,,,,,,2026-08-26,McFamily
RN0571,parent-child,P864,P571,non-lineal,biological,,571,,,,,,,,2026-08-26,McFamily
RL0572,parent-child,P367,P572,lineal,biological,,572,,,,,,,,2026-08-26,McFamily
RN0572,parent-child,P873,P572,non-lineal,biological,,572,,,,,,,,2026-08-26,McFamily
RL0573,parent-child,P368,P573,lineal,biological,,573,,,,,,,,2026-08-26,McFamily
RL0574,parent-child,P427,P574,lineal,biological,,574,,,,,,,,2026-08-26,McFamily
RN0574,parent-child,P892,P574,non-lineal,biological,,574,,,,,,,,2026-08-26,McFamily
RL0575,parent-child,P454,P575,lineal,biological,,575,,,,,,,,2026-08-26,McFamily
RN0575,parent-child,P904,P575,non-lineal,biological,,575,,,,,,,,2026-08-26,McFamily
RL0576,parent-child,P455,P576,lineal,biological,,576,,,,,,,,2026-08-26,McFamily
RN0576,parent-child,P905,P576,non-lineal,biological,,576,,,,,,,,2026-08-26,McFamily
RL0577,parent-child,P456,P577,lineal,biological,,577,,,,,,,,2026-08-26,McFamily
RN0577,parent-child,P906,P577,non-lineal,biological,,577,,,,,,,,2026-08-26,McFamily
RL0578,parent-child,P314,P578,lineal,biological,,578,,,,,,,,2026-08-26,McFamily
RN0578,parent-child,P863,P578,non-lineal,biological,,578,,,,,,,,2026-08-26,McFamily
RL0579,parent-child,P319,P579,lineal,biological,,579,,,,,,,,2026-08-26,McFamily
RN0579,parent-child,P866,P579,non-lineal,biological,,579,,,,,,,,2026-08-26,McFamily
RL0580,parent-child,P380,P580,lineal,biological,,580,,,,,,,,2026-08-26,McFamily
RN0580,parent-child,P877,P580,non-lineal,biological,,580,,,,,,,,2026-08-26,McFamily
RL0581,parent-child,P458,P581,lineal,biological,,581,,,,,,,,2026-08-26,McFamily
RN0581,parent-child,P907,P581,non-lineal,biological,,581,,,,,,,,2026-08-26,McFamily
RL0582,parent-child,P459,P582,lineal,biological,,582,,,,,,,,2026-08-26,McFamily
RN0582,parent-child,P908,P582,non-lineal,biological,,582,,,,,,,,2026-08-26,McFamily
RL0583,parent-child,P086,P583,lineal,biological,,583,,,,,,,,2026-08-26,McFamily
RN0583,parent-child,P696,P583,non-lineal,biological,,583,,,,,,,,2026-08-26,McFamily
RL0584,parent-child,P147,P584,lineal,biological,,584,,,,,,,,2026-08-26,McFamily
RN0584,parent-child,P759,P584,non-lineal,biological,,584,,,,,,,,2026-08-26,McFamily
RL0585,parent-child,P381,P585,lineal,biological,,585,,,,,,,,2026-08-26,McFamily
RN0585,parent-child,P878,P585,non-lineal,biological,,585,,,,,,,,2026-08-26,McFamily
RL0586,parent-child,P330,P586,lineal,biological,,586,,,,,,,,2026-08-26,McFamily
RL0587,parent-child,P273,P587,lineal,biological,,587,,,,,,,,2026-08-26,McFamily
RN0587,parent-child,P852,P587,non-lineal,biological,,587,,,,,,,,2026-08-26,McFamily
RL0588,parent-child,P275,P588,lineal,biological,,588,,,,,,,,2026-08-26,McFamily
RN0588,parent-child,P853,P588,non-lineal,biological,,588,,,,,,,,2026-08-26,McFamily
RL0589,parent-child,P273,P589,lineal,biological,,589,,,,,,,,2026-08-26,McFamily
RN0589,parent-child,P852,P589,non-lineal,biological,,589,,,,,,,,2026-08-26,McFamily
RL0590,parent-child,P446,P590,lineal,biological,,590,,,,,,,,2026-08-26,McFamily
RN0590,parent-child,P903,P590,non-lineal,biological,,590,,,,,,,,2026-08-26,McFamily
RL0591,parent-child,P427,P591,lineal,biological,,591,,,,,,,,2026-08-26,McFamily
RN0591,parent-child,P892,P591,non-lineal,biological,,591,,,,,,,,2026-08-26,McFamily
RL0592,parent-child,P443,P592,lineal,biological,,592,,,,,,,,2026-08-26,McFamily
RN0592,parent-child,P900,P592,non-lineal,biological,,592,,,,,,,,2026-08-26,McFamily
RL0593,parent-child,P445,P593,lineal,biological,,593,,,,,,,,2026-08-26,McFamily
RN0593,parent-child,P902,P593,non-lineal,biological,,593,,,,,,,,2026-08-26,McFamily
RL0594,parent-child,P445,P594,lineal,biological,,594,,,,,,,,2026-08-26,McFamily
RN0594,parent-child,P902,P594,non-lineal,biological,,594,,,,,,,,2026-08-26,McFamily
RL0595,parent-child,P442,P595,lineal,biological,,595,,,,,,,,2026-08-26,McFamily
RN0595,parent-child,P899,P595,non-lineal,biological,,595,,,,,,,,2026-08-26,McFamily
RL0596,parent-child,P439,P596,lineal,biological,,596,,,,,,,,2026-08-26,McFamily
RN0596,parent-child,P897,P596,non-lineal,biological,,596,,,,,,,,2026-08-26,McFamily
RL0597,parent-child,P436,P597,lineal,biological,,597,,,,,,,,2026-08-26,McFamily
RN0597,parent-child,P894,P597,non-lineal,biological,,597,,,,,,,,2026-08-26,McFamily
RL0598,parent-child,P395,P598,lineal,biological,,598,,,,,,,,2026-08-26,McFamily
RN0598,parent-child,P885,P598,non-lineal,biological,,598,,,,,,,,2026-08-26,McFamily
RL0599,parent-child,P389,P599,lineal,biological,,599,,,,,,,,2026-08-26,McFamily
RN0599,parent-child,P883,P599,non-lineal,biological,,599,,,,,,,,2026-08-26,McFamily
RL0600,parent-child,P390,P600,lineal,biological,,600,,,,,,,,2026-08-26,McFamily
RN0600,parent-child,P884,P600,non-lineal,biological,,600,,,,,,,,2026-08-26,McFamily
RL0601,parent-child,P386,P601,lineal,biological,,601,,,,,,,,2026-08-26,McFamily
RN0601,parent-child,P881,P601,non-lineal,biological,,601,,,,,,,,2026-08-26,McFamily
RL0602,parent-child,P458,P602,lineal,biological,,602,,,,,,,,2026-08-26,McFamily
RN0602,parent-child,P907,P602,non-lineal,biological,,602,,,,,,,,2026-08-26,McFamily
RL0603,parent-child,P459,P603,lineal,biological,,603,,,,,,,,2026-08-26,McFamily
RN0603,parent-child,P908,P603,non-lineal,biological,,603,,,,,,,,2026-08-26,McFamily
RL0604,parent-child,P223,P604,lineal,biological,,604,,,,,,,,2026-08-26,McFamily
RN0604,parent-child,P837,P604,non-lineal,biological,,604,,,,,,,,2026-08-26,McFamily
RL0605,parent-child,P427,P605,lineal,biological,,605,,,,,,,,2026-08-26,McFamily
RN0605,parent-child,P892,P605,non-lineal,biological,,605,,,,,,,,2026-08-26,McFamily
RL0606,parent-child,P214,P606,lineal,biological,,606,,,,,,,,2026-08-26,McFamily
RL0607,parent-child,P326,P607,lineal,biological,,607,,,,,,,,2026-08-26,McFamily
R307,partner,P877,P914,,,marriage,1,,UNKNOWN,,UNKNOWN,UNKNOWN,,Relationship type and timing are unknown; this relationship precedes R270.,2026-08-26,McFamily
RN0569-01,parent-child,P877,P569,non-lineal,biological,,608,,,,,,,,2026-08-26,McFamily
RN0569-02,parent-child,P914,P569,non-lineal,biological,,609,,,,,,,,2026-08-26,McFamily
RELATIONSHIP-544CB2D7-49C9-414F-A91C-CB3FC6B9648A,partner,P915,P385,,,marriage,1471,2021-08-21,day,,,,,,2026-08-26,McFamily
RELATIONSHIP-65179F0D-F8AF-4024-BF77-BACE8FB35B9C,partner,P916,P384,,,marriage,1472,2023-08-24,day,,,,,,2026-08-26,McFamily
